tname	tf	tfgenename	tfcount	gene	tfauc	gcount	npmotifregweight	npgexpress	nprtype
Heart	Hand_(+)-NPR	Hand	148	AstA-R2	0.05467	2	6.8	1.96622	npr
Heart	Hand_(+)-NPR	Hand	14	SIFaR	0.03059	72	21.7	1.07143	npr
Heart	Hnf4_(-)-NPR	Hnf4	3343	CrzR	0.02169	3	6.9	10.61412	npr
Heart	Hnf4_(-)-NPR	Hnf4	15	SIFaR	0.02728	5	29.3	1.06667	npr
Heart	Hr38_(+)-NPR	Hr38	19	AstC-R2	0.05833	3	1.9	1.15789	npr
Heart	Hr38_(+)-NPR	Hr38	132	FMRFaR	0.03284	3	6.7	1.51515	npr
Heart	Hr39_(+)-NPR	Hr39	16	SIFaR	0.02801	7	5.9	1.0625	npr
Heart	Hr39_(+)-NPR	Hr39	247	sNPF-R	0.0316	6	8.6	1.66397	npr
Heart	Hr39_(+)-NPR	Hr39	13	TkR86C	0.03983	13	2.6	1.15385	npr
Heart	Hsf_(+)-NPR	Hsf	3518	CrzR	0.05836	1	3.4	10.39682	npr
Heart	Hsf_(+)-NPR	Hsf	16	SIFaR	0.0497	1	1.7	1.0625	npr
Heart	Hsf_(-)-NPR	Hsf	109	CrzR	0.02875	1	3.4	8.40367	npr
Heart	Hsf_(-)-NPR	Hsf	2	SIFaR	0.10577	1	1.7	1	npr
Heart	jim_(+)-NPR	jim	132	FMRFaR	0.19972	3	1.7	1.51515	npr
Heart	jim_(+)-NPR	jim	3003	Pdfr	0.15468	1	1.6	4.42724	npr
Heart	kay_(-)-NPR	kay	19	AstC-R2	0.13879	93	196.10001	1.15789	npr
Heart	kay_(-)-NPR	kay	15	CapaR	0.07698	2	29.7	3.4	npr
Heart	kay_(-)-NPR	kay	2780	CrzR	0.06851	28	29.3	11.05576	npr
Heart	kay_(-)-NPR	kay	120	FMRFaR	0.08972	42	133.10001	1.54167	npr
Heart	kay_(-)-NPR	kay	6	NPFR	0.09569	13	39.8	3.33333	npr
Heart	kay_(-)-NPR	kay	1992	Pdfr	0.06246	3	15.4	4.26054	npr
Heart	kay_(-)-NPR	kay	14	SIFaR	0.07814	21	170.2	1	npr
Heart	kay_(-)-NPR	kay	12	TkR86C	0.10078	32	147.2	1.16667	npr
Heart	lms_(+)-NPR	lms	2	AstC-R2	0.06938	4	3.2	1	npr
Heart	lz_(+)-NPR	lz	899	AstA-R1	0.07075	77	67.6	3.17353	npr
Heart	lz_(+)-NPR	lz	132	FMRFaR	0.04902	12	5.8	1.51515	npr
Heart	maf-S_(+)-NPR	maf-S	16	SIFaR	0.06319	1	4.4	1.0625	npr
Heart	mirr_(+)-NPR	mirr	16	SIFaR	0.21281	1	6.4	1.0625	npr
Heart	mirr_(-)-NPR	mirr	12	SIFaR	0.06564	1	6.4	1	npr
Heart	Myc_(-)-NPR	Myc	7	CapaR	0.017	55	29.1	1.85714	npr
Heart	Myc_(-)-NPR	Myc	2227	CrzR	0.02915	8	18.4	11.41221	npr
Heart	Myc_(-)-NPR	Myc	99	FMRFaR	0.03439	92	26.7	1.45455	npr
Heart	Myc_(-)-NPR	Myc	4	NPFR	0.03903	10	10.1	4	npr
Heart	Myc_(-)-NPR	Myc	11	SIFaR	0.02536	14	16.4	1	npr
Heart	Myc_(-)-NPR	Myc	11	TkR86C	0.07026	38	23.9	1.18182	npr
Heart	Nf-YC_(+)-NPR	Nf-YC	39	AstC-R1	0.05461	2	2	3	npr
Heart	Nf1_(+)-NPR	Nf1	94	AstC-R1	0.04112	3	1.4	2.07447	npr
Heart	Nf1_(+)-NPR	Nf1	715	Pdfr	0.02695	1	5.7	3.87133	npr
Heart	Nf1_(+)-NPR	Nf1	7	SIFaR	0.02446	2	1.6	1.14286	npr
Heart	NfI_(-)-NPR	NfI	86	AstA-R2	0.23142	60	14.8	2	npr
Heart	NfI_(-)-NPR	NfI	55	AstC-R1	0.14479	81	27.1	1.89091	npr
Heart	NfI_(-)-NPR	NfI	43	FMRFaR	0.18423	1	4.5	1.34884	npr
Heart	NfI_(-)-NPR	NfI	167	sNPF-R	0.29761	77	21.6	1.58084	npr
Heart	pan_(+)-NPR	pan	899	AstA-R1	0.16543	8	13.8	3.17353	npr
Heart	pb_(+)-NPR	pb	106	AstC-R1	0.0192	3	4.8	2.28302	npr
Heart	pb_(+)-NPR	pb	8	SIFaR	0.00903	1	1.1	1.125	npr
Heart	pnt_(+)-NPR	pnt	124	AstC-R1	0.17317	1	1.6	2.20968	npr
Heart	pnt_(+)-NPR	pnt	247	sNPF-R	0.15467	6	40	1.66397	npr
Heart	Ptx1_(+)-NPR	Ptx1	7	NPFR	0.13449	1	28.6	3	npr
Heart	Rbf_(+)-NPR	Rbf	203	AstA-R1	0.03159	5	1.5	4.4532	npr
Heart	REPTOR-BP_(+)-NPR	REPTOR-BP	533	AstA-R1	0.04103	1	3.5	3.4334	npr
Heart	RpII215_(+)-NPR	RpII215	8	NPFR	0.02049	5	26.7	2.75	npr
Heart	RpII215_(+)-NPR	RpII215	16	SIFaR	0.03919	19	27.9	1.0625	npr
Heart	rump_(+)-NPR	rump	231	sNPF-R	0.05648	4	2.7	1.69697	npr
Heart	Sin3A_(+)-NPR	Sin3A	8	TkR86C	0.0204	11	10.1	1.25	npr
Heart	sob_(+)-NPR	sob	88	AstC-R1	0.0249	7	5.2	2.625	npr
Heart	Sox102F_(+)-NPR	Sox102F	3003	Pdfr	0.43757	1	67	4.42724	npr
Heart	so_(+)-NPR	so	151	AstA-R2	0.31032	2	2.7	1.94702	npr
Heart	so_(+)-NPR	so	16	SIFaR	0.08123	1	0.7	1.0625	npr
Heart	SREBP_(+)-NPR	SREBP	3518	CrzR	0.18639	1	2.7	10.39682	npr
Heart	ss_(+)-NPR	ss	899	AstA-R1	0.05269	2	33.2	3.17353	npr
Heart	ss_(+)-NPR	ss	3502	CrzR	0.00617	1	0	10.3972	npr
Heart	ss_(-)-NPR	ss	773	AstA-R1	0.22058	2	33.2	3.29366	npr
Heart	ss_(-)-NPR	ss	3456	CrzR	0.2502	1	0	10.50376	npr
Heart	sug_(+)-NPR	sug	15	CapaR	0.05591	2	0.9	3.4	npr
Heart	sug_(+)-NPR	sug	8	NPFR	0.06511	3	3.5	2.75	npr
Heart	sug_(+)-NPR	sug	3003	Pdfr	0.15567	6	24.9	4.42724	npr
Heart	svp_(-)-NPR	svp	12	SIFaR	0.05938	5	22.9	1.08333	npr
Heart	sv_(+)-NPR	sv	132	FMRFaR	0.02746	28	36.2	1.51515	npr
Heart	Taf7_(+)-NPR	Taf7	22	AstC-R1	0.03732	2	8.2	3.68182	npr
Heart	Traf4_(+)-NPR	Traf4	124	AstC-R1	0.05555	2	1.5	2.20968	npr
Heart	Trf2_(-)-NPR	Trf2	54	CrzR	0.06789	2	5.7	6.51852	npr
Heart	Trf2_(-)-NPR	Trf2	24	FMRFaR	0.36894	1	0.5	1.33333	npr
Heart	Trf2_(-)-NPR	Trf2	2	SIFaR	0.14839	39	19.4	1	npr
Heart	tup_(+)-NPR	tup	1294	CrzR	0.01549	2	0.1	9.23879	npr
Heart	tup_(+)-NPR	tup	221	sNPF-R	0.05337	23	31.2	1.72398	npr
Heart	tup_(-)-NPR	tup	3518	CrzR	0.45937	2	0.1	10.39682	npr
Heart	tup_(-)-NPR	tup	246	sNPF-R	0.17031	23	31.2	1.66667	npr
Heart	Xbp1_(-)-NPR	Xbp1	2698	CrzR	0.04727	94	50.6	11.35174	npr
Heart	Xbp1_(-)-NPR	Xbp1	6	NPFR	0.12348	4	21.6	3.16667	npr
Heart	Xbp1_(-)-NPR	Xbp1	15	SIFaR	0.06391	5	26.4	1.06667	npr
Heart	Xbp1_(-)-NPR	Xbp1	10	TkR86C	0.0598	33	21.8	1.2	npr
Leg	al_(+)-NPR	al	738	PK1-R	0.10547	2	3.1	1.23035	npr
Leg	aop_(+)-NPR	aop	1227	AstA-R1	0.20846	3	1.2	2.07416	npr
Leg	aop_(-)-NPR	aop	1226	AstA-R1	0.1118	3	1.2	2.07504	npr
Leg	Atf6_(-)-NPR	Atf6	2205	FMRFaR	0.40484	5	0.2	1.50794	npr
Leg	bol_(+)-NPR	bol	2205	FMRFaR	0.20892	3	23.5	1.50794	npr
Leg	bol_(+)-NPR	bol	115	Pdfr	0.19295	1	30.5	1.1913	npr
Leg	bol_(-)-NPR	bol	2205	FMRFaR	0.05094	3	23.5	1.50794	npr
Leg	bol_(-)-NPR	bol	115	Pdfr	0.06234	1	30.5	1.1913	npr
Leg	cbt_(+)-NPR	cbt	115	Pdfr	0.06641	5	1.9	1.1913	npr
Leg	cbt_(+)-NPR	cbt	462	sNPF-R	0.08099	18	4.1	1.44805	npr
Leg	CG10348_(+)-NPR	CG10348	1021	CrzR	0.14757	17	14.8	1.61998	npr
Leg	CG10348_(+)-NPR	CG10348	742	PK1-R	0.12952	17	72.7	1.22911	npr
Leg	CG12605_(-)-NPR	CG12605	2205	FMRFaR	0.20578	1	0	1.50794	npr
Leg	CG17802_(+)-NPR	CG17802	29	NPFR	0.06472	2	2.7	1.48276	npr
Leg	CG9727_(+)-NPR	CG9727	34	TkR86C	0.0741	100	19.7	1.41176	npr
Leg	CHES-1-like_(-)-NPR	CHES-1-like	1310	FMRFaR	0.09335	100	20	1.55878	npr
Leg	CHES-1-like_(-)-NPR	CHES-1-like	81	Pdfr	0.08822	17	10	1.17284	npr
Leg	CTCF_(+)-NPR	CTCF	30	NPFR	0.0836	70	7.3	1.56667	npr
Leg	da_(+)-NPR	da	28	NPFR	0.03119	2	2.9	1.60714	npr
Leg	da_(+)-NPR	da	34	TkR86C	0.03862	1	3.6	1.41176	npr
Leg	Dll_(+)-NPR	Dll	982	CrzR	0.15841	1	0.2	1.61507	npr
Leg	dysf_(+)-NPR	dysf	742	PK1-R	0.11125	46	27.1	1.22911	npr
Leg	Eip74EF_(+)-NPR	Eip74EF	1227	AstA-R1	0.07608	1	0.1	2.07416	npr
Leg	Eip74EF_(-)-NPR	Eip74EF	1172	AstA-R1	0.21118	1	0.1	2.12116	npr
Leg	ems_(+)-NPR	ems	446	CrzR	0.01994	1	2.3	1.63677	npr
Leg	ems_(+)-NPR	ems	556	PK1-R	0.03036	24	1.8	1.30216	npr
Leg	fkh_(+)-NPR	fkh	1227	AstA-R1	0.09048	1	1.2	2.07416	npr
Leg	FoxK_(+)-NPR	FoxK	1227	AstA-R1	0.09744	1	1.8	2.07416	npr
Leg	foxo_(-)-NPR	foxo	1223	AstA-R1	0.113	3	1.1	2.07768	npr
Leg	foxo_(-)-NPR	foxo	1004	CrzR	0.01824	2	7.1	1.61255	npr
Leg	foxo_(-)-NPR	foxo	115	Pdfr	0.02823	29	25.9	1.1913	npr
Leg	Hnf4_(-)-NPR	Hnf4	1082	AstA-R1	0.06302	2	0	2.19409	npr
Leg	Hnf4_(-)-NPR	Hnf4	799	CrzR	0.03553	100	32.9	1.59825	npr
Leg	Hnf4_(-)-NPR	Hnf4	99	Pdfr	0.04197	72	17.5	1.15152	npr
Leg	Hnf4_(-)-NPR	Hnf4	592	PK1-R	0.0338	4	1.4	1.21622	npr
Leg	hth_(-)-NPR	hth	1227	AstA-R1	0.19094	14	6	2.07416	npr
Leg	hth_(-)-NPR	hth	2186	FMRFaR	0.04645	1	1.2	1.50915	npr
Leg	hth_(-)-NPR	hth	115	Pdfr	0.05325	6	5.3	1.1913	npr
Leg	jim_(+)-NPR	jim	1227	AstA-R1	0.16409	80	16.6	2.07416	npr
Leg	jim_(+)-NPR	jim	2205	FMRFaR	0.21441	34	24.3	1.50794	npr
Leg	jim_(-)-NPR	jim	1073	AstA-R1	0.11739	80	16.6	2.0904	npr
Leg	jim_(-)-NPR	jim	1597	FMRFaR	0.106	34	24.3	1.53037	npr
Leg	kay_(-)-NPR	kay	972	AstA-R1	0.28854	1	0.5	2.33745	npr
Leg	klu_(+)-NPR	klu	1021	CrzR	0.2241	21	20.7	1.61998	npr
Leg	klu_(+)-NPR	klu	2205	FMRFaR	0.05343	1	0.1	1.50794	npr
Leg	klu_(-)-NPR	klu	1021	CrzR	0.10234	21	20.7	1.61998	npr
Leg	klu_(-)-NPR	klu	2205	FMRFaR	0.34331	1	0.1	1.50794	npr
Leg	lbl_(+)-NPR	lbl	27	AstC-R2	0.08582	10	4	1.33333	npr
Leg	Lim1_(+)-NPR	Lim1	1215	AstA-R1	0.06823	1	0.7	2.08313	npr
Leg	Lim1_(+)-NPR	Lim1	462	sNPF-R	0.10525	14	32.7	1.44805	npr
Leg	lms_(+)-NPR	lms	1199	AstA-R1	0.01571	9	7.1	2.09925	npr
Leg	Mef2_(-)-NPR	Mef2	2180	FMRFaR	0.03052	100	30.1	1.50734	npr
Leg	Mef2_(-)-NPR	Mef2	113	Pdfr	0.03819	35	22.3	1.19469	npr
Leg	mid_(+)-NPR	mid	997	CrzR	0.0619	1	4.3	1.6329	npr
Leg	mid_(-)-NPR	mid	766	CrzR	0.04907	1	4.3	1.63055	npr
Leg	Mondo_(+)-NPR	Mondo	115	Pdfr	0.06635	18	13.2	1.1913	npr
Leg	nej_(+)-NPR	nej	462	sNPF-R	0.13402	13	3	1.44805	npr
Leg	nerfin-2_(+)-NPR	nerfin-2	34	TkR86C	0.09411	24	4.9	1.41176	npr
Leg	Nf1_(+)-NPR	Nf1	404	sNPF-R	0.03827	1	1.5	1.49257	npr
Leg	NfI_(-)-NPR	NfI	114	Pdfr	0.05248	13	32.4	1.19298	npr
Leg	nub_(-)-NPR	nub	2204	FMRFaR	0.39537	1	0.1	1.50817	npr
Leg	Oli_(+)-NPR	Oli	10	SIFaR	0.04235	31	9.7	1.3	npr
Leg	pan_(+)-NPR	pan	1227	AstA-R1	0.20014	35	10.6	2.07416	npr
Leg	Pdp1_(-)-NPR	Pdp1	1840	FMRFaR	0.06505	82	83.2	1.49022	npr
Leg	Pdp1_(-)-NPR	Pdp1	99	Pdfr	0.08434	72	44.8	1.21212	npr
Leg	Poxm_(+)-NPR	Poxm	1013	CrzR	0.09915	2	0.2	1.62192	npr
Leg	Poxm_(-)-NPR	Poxm	1018	CrzR	0.14844	2	0.2	1.62181	npr
Leg	Rel_(-)-NPR	Rel	553	CrzR	0.0608	1	1.6	1.6311	npr
Leg	Rel_(-)-NPR	Rel	450	PK1-R	0.06141	20	3.8	1.21778	npr
Leg	repo_(+)-NPR	repo	49	AstC-R1	0.07855	97	27.1	1.53061	npr
Leg	repo_(+)-NPR	repo	115	Pdfr	0.04742	8	12.2	1.1913	npr
Leg	Rfx_(-)-NPR	Rfx	1127	AstA-R1	0.11143	11	8.9	2.05679	npr
Leg	Rfx_(-)-NPR	Rfx	25	AstC-R2	0.07324	3	1.4	1.24	npr
Leg	Rfx_(-)-NPR	Rfx	10	SIFaR	0.11804	4	8	1.3	npr
Leg	Rfx_(-)-NPR	Rfx	30	TkR86C	0.11938	8	3.2	1.36667	npr
Leg	scro_(+)-NPR	scro	11	SIFaR	0.10387	2	9.1	1.27273	npr
Leg	scrt_(-)-NPR	scrt	1021	CrzR	0.1486	49	10.6	1.61998	npr
Leg	scrt_(-)-NPR	scrt	2205	FMRFaR	0.18403	38	11.5	1.50794	npr
Leg	sd_(-)-NPR	sd	1222	AstA-R1	0.17221	2	2.4	2.07856	npr
Leg	Sidpn_(+)-NPR	Sidpn	1227	AstA-R1	0.18024	100	9.5	2.07416	npr
Leg	Sidpn_(-)-NPR	Sidpn	1160	AstA-R1	0.15414	100	9.5	2.00948	npr
Leg	Sox100B_(+)-NPR	Sox100B	448	sNPF-R	0.13918	1	13.7	1.45313	npr
Leg	Sox14_(+)-NPR	Sox14	1021	CrzR	0.18581	1	4.1	1.61998	npr
Leg	Sox14_(-)-NPR	Sox14	959	CrzR	0.08819	1	4.1	1.60584	npr
Leg	sr_(-)-NPR	sr	1021	CrzR	0.24815	6	16.1	1.61998	npr
Leg	sr_(-)-NPR	sr	2184	FMRFaR	0.02254	25	39.1	1.50733	npr
Leg	sr_(-)-NPR	sr	114	Pdfr	0.04319	7	3.6	1.19298	npr
Leg	sug_(+)-NPR	sug	115	Pdfr	0.03213	85	43.8	1.1913	npr
Leg	svp_(-)-NPR	svp	1021	CrzR	0.08515	100	29.7	1.61998	npr
Leg	svp_(-)-NPR	svp	462	sNPF-R	0.20797	5	25.8	1.44805	npr
Leg	Taf7_(+)-NPR	Taf7	27	AstC-R2	0.09579	1	4.2	1.33333	npr
Leg	Tbp_(+)-NPR	Tbp	8	SIFaR	0.03166	9	3.1	1.375	npr
Leg	tgo_(+)-NPR	tgo	11	SIFaR	0.04313	16	4.6	1.27273	npr
Leg	Trf_(+)-NPR	Trf	78	Pdfr	0.08007	2	2.7	1.21795	npr
Leg	Ubx_(+)-NPR	Ubx	1020	CrzR	0.19204	69	36.8	1.62059	npr
Leg	Usf_(+)-NPR	Usf	1080	AstA-R1	0.06904	1	2.2	2.21019	npr
Leg	vnd_(+)-NPR	vnd	24	AstC-R2	0.09881	1	0.3	1.375	npr
Leg	vvl_(+)-NPR	vvl	1225	AstA-R1	0.16813	10	33.2	2.07592	npr
Leg	zfh1_(-)-NPR	zfh1	2205	FMRFaR	0.21012	1	0	1.50794	npr
Male reproductive glands	Abd-B_(+)-NPR	Abd-B	173	sNPF-R	0.1982	2	3.8	1.26012	npr
Male reproductive glands	Abd-B_(-)-NPR	Abd-B	173	sNPF-R	0.40416	2	3.8	1.26012	npr
Male reproductive glands	aop_(+)-NPR	aop	123	Pdfr	0.13777	2	3	1.97561	npr
Male reproductive glands	aop_(-)-NPR	aop	123	Pdfr	0.12855	2	3	1.97561	npr
Male reproductive glands	Argk_(+)-NPR	Argk	30	AstC-R1	0.14813	6	29.5	2.26667	npr
Male reproductive glands	Atf6_(-)-NPR	Atf6	164	AstA-R1	0.02805	68	37.5	1.03049	npr
Male reproductive glands	Atf6_(-)-NPR	Atf6	64	AstA-R2	0.01047	14	11.2	1.04688	npr
Male reproductive glands	Atf6_(-)-NPR	Atf6	10	AstC-R2	0.06904	20	19.3	1.2	npr
Male reproductive glands	Atf6_(-)-NPR	Atf6	133	SIFaR	0.00616	76	18.6	1.14286	npr
Male reproductive glands	Atf6_(-)-NPR	Atf6	120	sNPF-R	0.09713	36	14.1	1.26667	npr
Male reproductive glands	B-H2_(+)-NPR	B-H2	96	AstA-R2	0.03054	10	6.8	1.04167	npr
Male reproductive glands	Blimp-1_(+)-NPR	Blimp-1	123	Pdfr	0.16732	4	3.2	1.97561	npr
Male reproductive glands	Blimp-1_(-)-NPR	Blimp-1	123	Pdfr	0.20129	4	3.2	1.97561	npr
Male reproductive glands	bowl_(+)-NPR	bowl	254	SIFaR	0.03923	5	6.3	1.18898	npr
Male reproductive glands	bowl_(-)-NPR	bowl	55	SIFaR	0.05646	5	6.3	1.27273	npr
Male reproductive glands	cbt_(+)-NPR	cbt	115	Pdfr	0.27089	1	1	2.03478	npr
Male reproductive glands	Cf2_(-)-NPR	Cf2	151	AstA-R1	0.03096	28	8.8	1.07285	npr
Male reproductive glands	Cf2_(-)-NPR	Cf2	28	AstC-R2	0.07869	3	5	2.71429	npr
Male reproductive glands	Cf2_(-)-NPR	Cf2	86	Pdfr	0.25081	6	7.3	1.86047	npr
Male reproductive glands	Cf2_(-)-NPR	Cf2	108	SIFaR	0.02322	5	5.7	1.2963	npr
Male reproductive glands	Cf2_(-)-NPR	Cf2	121	sNPF-R	0.19969	15	8.4	1.26446	npr
Male reproductive glands	CG15696_(+)-NPR	CG15696	2	PK1-R	0.02517	1	2.9	1	npr
Male reproductive glands	ci_(+)-NPR	ci	173	sNPF-R	0.13998	5	6.5	1.26012	npr
Male reproductive glands	Clk_(+)-NPR	Clk	287	AstA-R1	0.05948	3	3.5	1.07666	npr
Male reproductive glands	Clk_(+)-NPR	Clk	42	AstC-R2	0.07063	7	18.7	2.66667	npr
Male reproductive glands	Clk_(+)-NPR	Clk	13	CrzR	0.07417	31	27.3	2.53846	npr
Male reproductive glands	Clk_(+)-NPR	Clk	123	Pdfr	0.06616	1	1.4	1.97561	npr
Male reproductive glands	Clk_(+)-NPR	Clk	173	sNPF-R	0.08065	24	7.8	1.26012	npr
Male reproductive glands	Clk_(-)-NPR	Clk	235	AstA-R1	0.1587	3	3.5	1.08936	npr
Male reproductive glands	Clk_(-)-NPR	Clk	14	AstC-R2	0.06034	7	18.7	2.28571	npr
Male reproductive glands	Clk_(-)-NPR	Clk	11	CrzR	0.08471	31	27.3	2.81818	npr
Male reproductive glands	Clk_(-)-NPR	Clk	80	Pdfr	0.14396	1	1.4	1.8125	npr
Male reproductive glands	Clk_(-)-NPR	Clk	115	sNPF-R	0.14832	24	7.8	1.18261	npr
Male reproductive glands	cnc_(-)-NPR	cnc	287	AstA-R1	0.28293	2	5.8	1.07666	npr
Male reproductive glands	cnc_(-)-NPR	cnc	42	AstC-R2	0.18552	1	0.4	2.66667	npr
Male reproductive glands	cnc_(-)-NPR	cnc	13	CrzR	0.19779	2	53.6	2.53846	npr
Male reproductive glands	cnc_(-)-NPR	cnc	173	sNPF-R	0.24487	55	35.4	1.26012	npr
Male reproductive glands	Cnx99A_(+)-NPR	Cnx99A	287	AstA-R1	0.05618	4	2.4	1.07666	npr
Male reproductive glands	Cnx99A_(+)-NPR	Cnx99A	260	SIFaR	0.04994	1	4.2	1.18462	npr
Male reproductive glands	crp_(-)-NPR	crp	58	AstA-R1	0.10199	10	4.2	1.03448	npr
Male reproductive glands	crp_(-)-NPR	crp	12	AstC-R2	0.09484	13	3.3	3.75	npr
Male reproductive glands	crp_(-)-NPR	crp	47	SIFaR	0.11704	22	4.8	1.14894	npr
Male reproductive glands	crp_(-)-NPR	crp	65	sNPF-R	0.10836	8	2.4	1.27692	npr
Male reproductive glands	CTCF_(+)-NPR	CTCF	7	Pdfr	0.01226	1	1.8	4.28571	npr
Male reproductive glands	da_(+)-NPR	da	42	AstC-R2	0.01587	1	1.4	2.66667	npr
Male reproductive glands	da_(+)-NPR	da	13	CrzR	0.01478	7	4.2	2.53846	npr
Male reproductive glands	da_(+)-NPR	da	173	sNPF-R	0.01558	5	4.8	1.26012	npr
Male reproductive glands	Dfd_(+)-NPR	Dfd	7	AstC-R2	0.1201	10	4	9.57143	npr
Male reproductive glands	Dp_(+)-NPR	Dp	113	SIFaR	0.01512	2	2.2	1.17699	npr
Male reproductive glands	Dr_(+)-NPR	Dr	96	AstA-R2	0.03921	47	15.4	1.04167	npr
Male reproductive glands	Dr_(-)-NPR	Dr	96	AstA-R2	0.03883	47	15.4	1.04167	npr
Male reproductive glands	D_(+)-NPR	D	30	AstC-R1	0.05497	98	23.5	2.26667	npr
Male reproductive glands	E2f1_(-)-NPR	E2f1	209	AstA-R1	0.0352	2	2.7	1.07177	npr
Male reproductive glands	E2f1_(-)-NPR	E2f1	75	AstA-R2	0.03781	41	7.2	1.02667	npr
Male reproductive glands	E2f1_(-)-NPR	E2f1	31	AstC-R2	0.04946	16	9.3	2.22581	npr
Male reproductive glands	E2f1_(-)-NPR	E2f1	179	SIFaR	0.0341	45	5.6	1.21229	npr
Male reproductive glands	EcR_(+)-NPR	EcR	42	AstC-R2	0.11658	1	0.3	2.66667	npr
Male reproductive glands	EcR_(+)-NPR	EcR	255	SIFaR	0.14706	1	0.4	1.18824	npr
Male reproductive glands	EcR_(-)-NPR	EcR	42	AstC-R2	0.13626	1	0.3	2.66667	npr
Male reproductive glands	EcR_(-)-NPR	EcR	260	SIFaR	0.20188	1	0.4	1.18462	npr
Male reproductive glands	Eip74EF_(+)-NPR	Eip74EF	287	AstA-R1	0.1777	1	0.6	1.07666	npr
Male reproductive glands	ewg_(+)-NPR	ewg	62	SIFaR	0.03622	1	1	1.19355	npr
Male reproductive glands	exd_(+)-NPR	exd	118	sNPF-R	0.05099	1	2.3	1.33898	npr
Male reproductive glands	foxo_(-)-NPR	foxo	287	AstA-R1	0.06627	73	24.5	1.07666	npr
Male reproductive glands	foxo_(-)-NPR	foxo	96	AstA-R2	0.06482	64	29.6	1.04167	npr
Male reproductive glands	foxo_(-)-NPR	foxo	42	AstC-R2	0.06152	17	12.2	2.66667	npr
Male reproductive glands	foxo_(-)-NPR	foxo	123	Pdfr	0.1008	6	2	1.97561	npr
Male reproductive glands	foxo_(-)-NPR	foxo	78	PK1-R	0.06487	2	7	1.05128	npr
Male reproductive glands	foxo_(-)-NPR	foxo	260	SIFaR	0.06583	5	22	1.18462	npr
Male reproductive glands	gsb_(+)-NPR	gsb	4	sNPF-R	0.04066	2	0.4	2.25	npr
Male reproductive glands	Hnf4_(-)-NPR	Hnf4	287	AstA-R1	0.06494	6	20	1.07666	npr
Male reproductive glands	Hnf4_(-)-NPR	Hnf4	123	Pdfr	0.11052	28	16.2	1.97561	npr
Male reproductive glands	hng1_(+)-NPR	hng1	13	CrzR	0.06469	1	0.9	2.53846	npr
Male reproductive glands	Hsf_(+)-NPR	Hsf	260	SIFaR	0.02524	1	4.1	1.18462	npr
Male reproductive glands	ind_(+)-NPR	ind	118	sNPF-R	0.07399	1	4.6	1.29661	npr
Male reproductive glands	jim_(+)-NPR	jim	287	AstA-R1	0.1096	100	34.9	1.07666	npr
Male reproductive glands	jim_(+)-NPR	jim	42	AstC-R2	0.14227	4	8.4	2.66667	npr
Male reproductive glands	jim_(+)-NPR	jim	173	sNPF-R	0.11338	98	20.8	1.26012	npr
Male reproductive glands	jim_(-)-NPR	jim	287	AstA-R1	0.2207	100	34.9	1.07666	npr
Male reproductive glands	jim_(-)-NPR	jim	42	AstC-R2	0.20617	4	8.4	2.66667	npr
Male reproductive glands	jim_(-)-NPR	jim	173	sNPF-R	0.20631	98	20.8	1.26012	npr
Male reproductive glands	jing_(+)-NPR	jing	169	sNPF-R	0.08182	1	1	1.26627	npr
Male reproductive glands	kay_(-)-NPR	kay	42	AstC-R2	0.10307	3	35.9	2.66667	npr
Male reproductive glands	kay_(-)-NPR	kay	13	CrzR	0.12572	63	37.9	2.53846	npr
Male reproductive glands	kay_(-)-NPR	kay	78	PK1-R	0.14678	6	9.4	1.05128	npr
Male reproductive glands	kay_(-)-NPR	kay	173	sNPF-R	0.15269	5	22.2	1.26012	npr
Male reproductive glands	Kdm2_(+)-NPR	Kdm2	173	sNPF-R	0.06493	7	2.2	1.26012	npr
Male reproductive glands	lbl_(+)-NPR	lbl	173	sNPF-R	0.12534	3	3.5	1.26012	npr
Male reproductive glands	lbl_(-)-NPR	lbl	173	sNPF-R	0.15295	3	3.5	1.26012	npr
Male reproductive glands	Med_(+)-NPR	Med	1	CrzR	0.09359	1	0.1	1	npr
Male reproductive glands	Mondo_(+)-NPR	Mondo	123	Pdfr	0.10318	9	12.4	1.97561	npr
Male reproductive glands	Nf-YA_(+)-NPR	Nf-YA	66	AstA-R1	0.15224	2	7.5	1.04545	npr
Male reproductive glands	nub_(+)-NPR	nub	96	AstA-R2	0.01702	2	3.7	1.04167	npr
Male reproductive glands	org-1_(+)-NPR	org-1	13	FMRFaR	0.17152	7	27	1.23077	npr
Male reproductive glands	pan_(+)-NPR	pan	287	AstA-R1	0.10334	36	8.5	1.07666	npr
Male reproductive glands	pan_(+)-NPR	pan	30	AstC-R1	0.13176	30	12.7	2.26667	npr
Male reproductive glands	pan_(+)-NPR	pan	123	Pdfr	0.11268	11	3.5	1.97561	npr
Male reproductive glands	pan_(+)-NPR	pan	173	sNPF-R	0.1235	1	0.9	1.26012	npr
Male reproductive glands	pan_(-)-NPR	pan	287	AstA-R1	0.06159	36	8.5	1.07666	npr
Male reproductive glands	pan_(-)-NPR	pan	30	AstC-R1	0.06527	30	12.7	2.26667	npr
Male reproductive glands	pan_(-)-NPR	pan	123	Pdfr	0.06194	11	3.5	1.97561	npr
Male reproductive glands	pan_(-)-NPR	pan	173	sNPF-R	0.06226	1	0.9	1.26012	npr
